[0.0, 0.0, 0.0, 0.0, 0.0, 0.03571428571428571, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.5357142857142857, 0.0, 0.0, 0.2857142857142857]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.5172413793103449, 0.3448275862068966, 0.0, 0.06896551724137931, 0.0, 0.06896551724137931, 0.0, 0.0, 0.0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 0.041666666666666664, 0.2916666666666667, 0.0, 0.0, 0.4791666666666667, 0.0, 0.0, 0.0, 0.1875, 0.0, 0.0, 0.0, 0.0, 0.0]  
[0.011627906976744186, 0.0, 0.0, 0.06976744186046512, 0.0, 0.16279069767441862, 0.023255813953488372, 0.023255813953488372, 0.5581395348837209, 0.046511627906976744, 0.06976744186046512, 0.0, 0.03488372093023256, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.07692307692307693, 0.0, 0.23076923076923078, 0.02564102564102564, 0.05128205128205128, 0.6153846153846154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.08021390374331551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13903743315508021, 0.2887700534759358, 0.11229946524064172, 0.24064171122994651, 0.0213903743315508, 0.016042780748663103, 0.0855614973262032, 0.016042780748663103, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.03125, 0.4375, 0.09375, 0.3125, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09876543209876543, 0.024691358024691357, 0.06172839506172839, 0.5061728395061729, 0.09876543209876543, 0.0, 0.16049382716049382, 0.0, 0.0, 0.04938271604938271]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0]    
[0.12121212121212122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12121212121212122, 0.030303030303030304, 0.23232323232323232, 0.050505050505050504, 0.04040404040404041, 0.3333333333333333, 0.0707070707070707, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.7142857142857143, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]

[0.8333333333333334, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.00199203187250996, 0.651394422310757, 0.21115537848605578, 0.05179282868525897, 0.017928286852589643, 0.021912350597609563, 0.00796812749003984, 0.029880478087649404, 0.00398406374501992, 0.0, 0.00199203187250996]
[0.0, 0.4444444444444444, 0.5155555555555555, 0.035555555555555556, 0.0, 0.0, 0.0044444444444444444, 0.0, 0.0, 0.0, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
